Project,ReflectiveTarget,Type
eclipse,org.eclipse.core.internal.resources.WorkManager$NotifyRule,Type 2
eclipse,org.eclipse.core.internal.runtime.Messages,Type 2
eclipse,org.eclipse.core.internal.utils.Messages,Type 2
eclipse,org.eclipse.core.runtime.IExtensionRegistry,Type 2
eclipse,org.eclipse.core.runtime.IPluginDescriptor,Type 2
eclipse,org.eclipse.core.runtime.jobs.MultiRule,Type 2
eclipse,org.eclipse.jdt.core.dom.ASTNode,Type 2
eclipse,org.eclipse.jdt.core.dom.AnonymousClassDeclaration,Type 2
eclipse,org.eclipse.jdt.core.dom.ArrayAccess,Type 2
eclipse,org.eclipse.jdt.core.dom.ArrayInitializer,Type 2
eclipse,org.eclipse.jdt.core.dom.ArrayType,Type 2
eclipse,org.eclipse.jdt.core.dom.Assignment,Type 2
eclipse,org.eclipse.jdt.core.dom.Block,Type 2
eclipse,org.eclipse.jdt.core.dom.BlockComment,Type 2
eclipse,org.eclipse.jdt.core.dom.BodyDeclaration,Type 2
eclipse,org.eclipse.jdt.core.dom.BreakStatement,Type 2
eclipse,org.eclipse.jdt.core.dom.CatchClause,Type 2
eclipse,org.eclipse.jdt.core.dom.CharacterLiteral,Type 2
eclipse,org.eclipse.jdt.core.dom.ClassInstanceCreation,Type 2
eclipse,org.eclipse.jdt.core.dom.CompilationUnit,Type 2
eclipse,org.eclipse.jdt.core.dom.ConditionalExpression,Type 2
eclipse,org.eclipse.jdt.core.dom.ContinueStatement,Type 2
eclipse,org.eclipse.jdt.core.dom.FieldAccess,Type 2
eclipse,org.eclipse.jdt.core.dom.ForStatement,Type 2
eclipse,org.eclipse.jdt.core.dom.IExtendedModifier,Type 2
eclipse,org.eclipse.jdt.core.dom.ImportDeclaration,Type 2
eclipse,org.eclipse.jdt.core.dom.InfixExpression,Type 2
eclipse,org.eclipse.jdt.core.dom.Initializer,Type 2
eclipse,org.eclipse.jdt.core.dom.Javadoc,Type 2
eclipse,org.eclipse.jdt.core.dom.LabeledStatement,Type 2
eclipse,org.eclipse.jdt.core.dom.LineComment,Type 2
eclipse,org.eclipse.jdt.core.dom.MethodInvocation,Type 2
eclipse,org.eclipse.jdt.core.dom.Modifier,Type 2
eclipse,org.eclipse.jdt.core.dom.Name,Type 2
eclipse,org.eclipse.jdt.core.dom.NullLiteral,Type 2
eclipse,org.eclipse.jdt.core.dom.NumberLiteral,Type 2
eclipse,org.eclipse.jdt.core.dom.PackageDeclaration,Type 2
eclipse,org.eclipse.jdt.core.dom.PostfixExpression$Operator,Type 2
eclipse,org.eclipse.jdt.core.dom.PrefixExpression$Operator,Type 2
eclipse,org.eclipse.jdt.core.dom.PrimitiveType,Type 2
eclipse,org.eclipse.jdt.core.dom.QualifiedName,Type 2
eclipse,org.eclipse.jdt.core.dom.ReturnStatement,Type 2
eclipse,org.eclipse.jdt.core.dom.SimpleName,Type 2
eclipse,org.eclipse.jdt.core.dom.SimpleType,Type 2
eclipse,org.eclipse.jdt.core.dom.SingleVariableDeclaration,Type 2
eclipse,org.eclipse.jdt.core.dom.StringLiteral,Type 2
eclipse,org.eclipse.jdt.core.dom.SwitchCase,Type 2
eclipse,org.eclipse.jdt.core.dom.SwitchStatement,Type 2
eclipse,org.eclipse.jdt.core.dom.TagElement,Type 2
eclipse,org.eclipse.jdt.core.dom.TextElement,Type 2
eclipse,org.eclipse.jdt.core.dom.ThisExpression,Type 2
eclipse,org.eclipse.jdt.core.dom.ThrowStatement,Type 2
eclipse,org.eclipse.jdt.core.dom.TypeDeclaration,Type 2
eclipse,org.eclipse.jdt.core.dom.TypeLiteral,Type 2
eclipse,org.eclipse.jdt.core.dom.TypeParameter,Type 2
eclipse,org.eclipse.jdt.core.dom.VariableDeclarationExpression,Type 2
eclipse,org.eclipse.jdt.core.dom.VariableDeclarationFragment,Type 2
eclipse,org.eclipse.jdt.core.dom.VariableDeclarationStatement,Type 2
eclipse,org.eclipse.jdt.core.dom.WhileStatement,Type 2
eclipse,org.eclipse.jdt.internal.compiler.parser.Parser,Type 2
eclipse,org.eclipse.jdt.internal.core.util.Messages,Type 2
eclipse,org.eclipse.jdt.internal.launching.LaunchingMessages,Type 2
eclipse,org.eclipse.update.configurator.IPlatformConfigurationFactory,Type 2
eclipse,org.osgi.service.url.URLStreamHandlerService,Others
eclipse,org.eclipse.core.internal.runtime.PlatformURLConfigConnection,Others
eclipse,org.eclipse.core.internal.runtime.PlatformURLFragmentConnection,Others
eclipse,org.eclipse.core.internal.runtime.PlatformURLMetaConnection,Others
eclipse,org.eclipse.core.internal.runtime.PlatformURLPluginConnection,Others
eclipse,org.eclipse.jdt.core.dom.IDocElement,Others
eclipse,org.eclipse.core.internal.boot.PlatformURLBaseConnection,Others
eclipse,org.eclipse.core.internal.resources.PlatformURLResourceConnection,Others
eclipse,org.eclipse.osgi.framework.internal.core.SystemBundleActivator,Type 4
eclipse,org.eclipse.osgi.framework.internal.protocol.reference.Handler,Type 4
eclipse,org.eclipse.core.internal.compatibility.PluginActivator,Type 4
eclipse,org.eclipse.core.internal.resources.ProjectPreferences,Type 4
eclipse,org.eclipse.jdt.core.dom.Annotation,Type 1
eclipse,dacapo.eclipse.EclipseHarness,Type 1
eclipse,org.apache.xalan.serialize.SerializerToXML,Type 1
eclipse,org.apache.xerces.jaxp.DocumentBuilderFactoryImpl,Type 1
eclipse,org.eclipse.core.runtime.Plugin,Type 1
eclipse,org.eclipse.core.runtime.adaptor.EclipseAdaptor,Type 1
eclipse,org.eclipse.debug.internal.core.DebugCoreMessages,Type 1
eclipse,org.eclipse.jdt.core.dom.AST,Type 1
eclipse,org.eclipse.jdt.core.dom.AbstractTypeDeclaration,Type 1
eclipse,org.eclipse.jdt.core.dom.ArrayCreation,Type 1
eclipse,org.eclipse.jdt.core.dom.Assignment$Operator,Type 1
eclipse,org.eclipse.jdt.core.dom.BooleanLiteral,Type 1
eclipse,org.eclipse.jdt.core.dom.CastExpression,Type 1
eclipse,org.eclipse.jdt.core.dom.DoStatement,Type 1
eclipse,org.eclipse.jdt.core.dom.Expression,Type 1
eclipse,org.eclipse.jdt.core.dom.ExpressionStatement,Type 1
eclipse,org.eclipse.jdt.core.dom.FieldDeclaration,Type 1
eclipse,org.eclipse.jdt.core.dom.IfStatement,Type 1
eclipse,org.eclipse.jdt.core.dom.InfixExpression$Operator,Type 1
eclipse,org.eclipse.jdt.core.dom.InstanceofExpression,Type 1
eclipse,org.eclipse.jdt.core.dom.MethodDeclaration,Type 1
eclipse,org.eclipse.jdt.core.dom.Modifier$ModifierKeyword,Type 1
eclipse,org.eclipse.jdt.core.dom.ParenthesizedExpression,Type 1
eclipse,org.eclipse.jdt.core.dom.PostfixExpression,Type 1
eclipse,org.eclipse.jdt.core.dom.PrefixExpression,Type 1
eclipse,org.eclipse.jdt.core.dom.PrimitiveType$Code,Type 1
eclipse,org.eclipse.jdt.core.dom.Statement,Type 1
eclipse,org.eclipse.jdt.core.dom.TryStatement,Type 1
eclipse,org.eclipse.jdt.core.dom.Type,Type 1
eclipse,org.eclipse.update.internal.configurator.Messages,Type 1
eclipse,dacapo.eclipse.DaCapoPlugin,Type 1
eclipse,dacapo.eclipse.HarnessRunner,Type 1
eclipse,org.eclipse.core.internal.content.TextContentDescriber,Type 1
eclipse,org.eclipse.core.internal.plugins.CompatibilityActivator,Type 1
eclipse,org.eclipse.core.internal.preferences.DefaultPreferences,Type 1
eclipse,org.eclipse.core.internal.preferences.InstancePreferences,Type 1
eclipse,org.eclipse.core.internal.resources.PreferenceInitializer,Type 1
eclipse,org.eclipse.core.internal.runtime.PlatformActivator,Type 1
eclipse,org.eclipse.debug.core.DebugPlugin,Type 1
eclipse,org.eclipse.jdt.core.JavaCore,Type 1
eclipse,org.eclipse.jdt.internal.core.JavaCorePreferenceInitializer,Type 1
eclipse,org.eclipse.jdt.internal.core.builder.JavaBuilder,Type 1
eclipse,org.eclipse.jdt.internal.launching.JavaClasspathVariablesInitializer,Type 1
eclipse,org.eclipse.jdt.internal.launching.LaunchingPlugin,Type 1
eclipse,org.eclipse.jdt.internal.launching.Standard11xVMType,Type 1
eclipse,org.eclipse.jdt.internal.launching.StandardVMType,Type 1
eclipse,org.eclipse.update.internal.configurator.ConfigurationActivator,Type 1
eclipse,org.eclipse.update.internal.configurator.ProductProvider,Type 1
eclipse,org.eclipse.core.resources.ResourcesPlugin,Type 1
external-task-retry-aspect,org.aspectj.weaver.reflect.Java15AnnotationFinder,Type 1
external-task-retry-aspect,org.apache.logging.log4j.spi.ExtendedLogger,Type 1
external-task-retry-aspect,net.bytebuddy.utility.JavaModule$Resolver,Type 1
external-task-retry-aspect,net.bytebuddy.utility.JavaModule$Module,Type 1
external-task-retry-aspect,net.bytebuddy.utility.dispatcher.JavaDispatcher$Proxied,Type 1
external-task-retry-aspect,net.bytebuddy.utility.dispatcher.JavaDispatcher$IsStatic,Type 1
external-task-retry-aspect,net.bytebuddy.utility.dispatcher.JavaDispatcher$Instance,Type 1
external-task-retry-aspect,net.bytebuddy.utility.dispatcher.JavaDispatcher$Defaults,Type 1
external-task-retry-aspect,net.bytebuddy.utility.$Proxy26,Type 1
external-task-retry-aspect,net.bytebuddy.utility.$Proxy24,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bytecode.StackSize,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.This,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.SuperCall,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.StubValue,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.RuntimeType,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.Origin,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.FieldValue,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.BindingPriority,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.Argument$BindingMechanic,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.Argument,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.AllArguments$Assignment,Type 1
external-task-retry-aspect,net.bytebuddy.implementation.bind.annotation.AllArguments,Type 1
external-task-retry-aspect,net.bytebuddy.dynamic.loading.ClassInjector$UsingUnsafe$System,Type 1
external-task-retry-aspect,net.bytebuddy.dynamic.loading.ClassInjector$UsingReflection$System,Type 1
external-task-retry-aspect,net.bytebuddy.dynamic.loading.$Proxy39,Type 1
external-task-retry-aspect,net.bytebuddy.dynamic.loading.$Proxy29,Type 1
external-task-retry-aspect,net.bytebuddy.description.TypeVariableSource$Visitor,Type 1
external-task-retry-aspect,net.bytebuddy.description.TypeVariableSource,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeList$Generic,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeList,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription$Generic$Visitor,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$ForTypeVariableBoundType$OfFormalTypeVariable$FormalTypeVariable,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$ForTypeVariableBoundType$AnnotatedTypeVariable,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$ForTypeArgument$AnnotatedParameterizedType,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$ForComponentType$AnnotatedParameterizedType,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$Delegator$ForLoadedMethodReturnType$Dispatcher,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$Delegator$ForLoadedExecutableParameterType$Dispatcher,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$Delegator$ForLoadedExecutableExceptionType$Dispatcher,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription$Generic,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription$ForLoadedType$Dispatcher,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDescription,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDefinition$Sort$AnnotatedType,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDefinition$Sort,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.TypeDefinition,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.RecordComponentList,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.PackageDescription,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.$Proxy53,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.$Proxy52,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.$Proxy51,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.$Proxy50,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.$Proxy49,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.$Proxy38,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.$Proxy37,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.$Proxy32,Type 1
external-task-retry-aspect,net.bytebuddy.description.type.$Proxy30,Type 1
external-task-retry-aspect,net.bytebuddy.description.modifier.Visibility,Type 1
external-task-retry-aspect,net.bytebuddy.description.modifier.TypeManifestation,Type 1
external-task-retry-aspect,net.bytebuddy.description.modifier.SyntheticState,Type 1
external-task-retry-aspect,net.bytebuddy.description.modifier.Ownership,Type 1
external-task-retry-aspect,net.bytebuddy.description.modifier.EnumerationState,Type 1
external-task-retry-aspect,net.bytebuddy.description.method.ParameterList$ForLoadedExecutable$Executable,Type 1
external-task-retry-aspect,net.bytebuddy.description.method.ParameterDescription$ForLoadedParameter$Parameter,Type 1
external-task-retry-aspect,net.bytebuddy.description.method.MethodList,Type 1
external-task-retry-aspect,net.bytebuddy.description.method.MethodDescription$InDefinedShape$AbstractBase$Executable,Type 1
external-task-retry-aspect,net.bytebuddy.description.method.MethodDescription$InDefinedShape,Type 1
external-task-retry-aspect,net.bytebuddy.description.method.$Proxy36,Type 1
external-task-retry-aspect,net.bytebuddy.description.method.$Proxy35,Type 1
external-task-retry-aspect,net.bytebuddy.description.method.$Proxy34,Type 1
external-task-retry-aspect,net.bytebuddy.description.field.FieldList,Type 1
external-task-retry-aspect,net.bytebuddy.description.annotation.AnnotationList,Type 1
external-task-retry-aspect,net.bytebuddy.ClassFileVersion,Type 1
external-task-retry-aspect,de.viadee.bpm.camunda.externaltask.retry.aspect.service.PropertyService,Type 1
external-task-retry-aspect,de.viadee.bpm.camunda.externaltask.retry.aspect.service.BusinessErrorService,Type 1
external-task-retry-aspect,de.viadee.bpm.camunda.externaltask.retry.aspect.error.ExternalTaskBusinessError,Type 1
external-task-retry-aspect,org.springframework.test.context.support.DelegatingSmartContextLoader,Type 1
external-task-retry-aspect,org.springframework.test.context.support.DefaultTestContextBootstrapper,Type 1
external-task-retry-aspect,org.springframework.test.context.support.DefaultTestContext,Type 1
external-task-retry-aspect,org.springframework.test.context.ActiveProfilesResolver,Type 1
external-task-retry-aspect,org.springframework.test.context.ActiveProfiles,Type 1
external-task-retry-aspect,org.springframework.stereotype.Indexed,Type 1
external-task-retry-aspect,org.springframework.core.io.InputStreamSource,Type 1
external-task-retry-aspect,org.springframework.boot.validation.beanvalidation.MethodValidationExcludeFilter,Type 1
external-task-retry-aspect,org.springframework.boot.test.mock.mockito.SpringBootMockResolver,Type 1
external-task-retry-aspect,org.springframework.boot.test.graphql.tester.HttpGraphQlTesterContextCustomizerFactory,Type 1
external-task-retry-aspect,org.springframework.boot.convert.LenientObjectToEnumConverterFactory,Type 1
external-task-retry-aspect,org.springframework.beans.factory.Aware,Type 1
external-task-retry-aspect,org.mockito.MockSettings,Type 1
external-task-retry-aspect,org.mockito.internal.util.reflection.ReflectionMemberAccessor,Type 1
external-task-retry-aspect,org.mockito.internal.util.ConsoleMockitoLogger,Type 1
external-task-retry-aspect,org.mockito.internal.creation.instance.DefaultInstantiatorProvider,Type 1
external-task-retry-aspect,org.mockito.internal.creation.bytebuddy.MockMethodInterceptor,Type 1
external-task-retry-aspect,org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker,Type 1
external-task-retry-aspect,org.mockito.internal.configuration.DefaultDoNotMockEnforcer,Type 1
external-task-retry-aspect,org.camunda.bpm.engine.variable.value.TypedValue,Type 1
external-task-retry-aspect,org.camunda.bpm.client.task.ExternalTaskService,Type 1
external-task-retry-aspect,org.camunda.bpm.client.task.ExternalTaskHandler,Type 1
external-task-retry-aspect,org.camunda.bpm.client.task.ExternalTask,Type 1
external-task-retry-aspect,org.aspectj.weaver.tools.Jdk14TraceFactory,Type 1
external-task-retry-aspect,org.aspectj.weaver.reflect.Java15ReflectionBasedReferenceTypeDelegate,Type 1
external-task-retry-aspect,org.apache.commons.logging.LogFactoryService,Type 1
external-task-retry-aspect,org.springframework.boot.context.properties.source.ConfigurationPropertyName,Type 2
external-task-retry-aspect,org.springframework.boot.context.properties.source.ConfigurationProperty,Type 2
external-task-retry-aspect,org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar,Type 2
external-task-retry-aspect,org.springframework.boot.context.properties.BoundConfigurationProperties,Type 2
external-task-retry-aspect,org.springframework.boot.context.properties.ConfigurationPropertiesBinder$Factory,Others
external-task-retry-aspect,net.bytebuddy.utility.Invoker$Dispatcher,Others
external-task-retry-aspect,org.springframework.test.context.web.WebAppConfiguration,Type 3
external-task-retry-aspect,org.springframework.test.context.transaction.TransactionalTestExecutionListener,Type 3
external-task-retry-aspect,org.springframework.test.context.TestPropertySources,Type 3
external-task-retry-aspect,org.springframework.test.context.TestPropertySource,Type 3
external-task-retry-aspect,org.springframework.test.context.support.DynamicPropertiesContextCustomizerFactory,Type 3
external-task-retry-aspect,org.springframework.test.context.support.DependencyInjectionTestExecutionListener,Type 3
external-task-retry-aspect,org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener,Type 3
external-task-retry-aspect,org.springframework.test.context.event.EventPublishingTestExecutionListener,Type 3
external-task-retry-aspect,org.springframework.test.context.event.ApplicationEventsTestExecutionListener,Type 3
external-task-retry-aspect,org.springframework.boot.test.web.reactive.server.WebTestClientContextCustomizerFactory,Type 3
